Country ISO3,Country Name,Indicator Id,Indicator,Subindicator Type,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
KSV,Kosovo,362,Volume of imports (% change),Percent change,,,,,,,,,,,,,,,,,,,,,,-17.701,-4.9,13.839,23.504,4.302,6.391,17.904,18.056,-0.309,3.849,8.58,-16.317,-1.245,7.191,-14.66,6.12,7.56,14.088,0.305,5.676,4.712,4.947,4.606,4.527
KSV,Kosovo,363,Volume of exports (% change),Percent change,,,,,,,,,,,,,,,,,,,,,,60.185,-32.959,-5.026,123.604,8.36,33.041,35.37,7.338,6.325,6.7,31.2,-1.672,-17.142,-7.212,-25.406,2.102,19.131,5.966,2.493,8.141,7.402,6.757,6.862,7.128
KSV,Kosovo,2777,General government total expenditure,% of GDP,,,,,,,,,,,,,,,,,,,,,9,8.537,14.032,18.29,25.701,23.992,20.318,18.915,24.479,28.79,28.925,28.889,28.669,27.787,26.508,26.999,27.642,27.535,28.834,32.01,30.18,29.124,28.907,28.281,27.977
KSV,Kosovo,2779,General government net lending/borrowing,% of GDP,,,,,,,,,,,,,,,,,,,,,-3.336,2.918,3.428,1.586,-4.732,-3.073,2.744,7.031,-0.188,-0.501,-2.748,-1.784,-2.54,-3.148,-2.545,-1.94,-1.356,-1.318,-2.854,-5.09,-3.952,-3.089,-3.147,-2.751,-2.723
KSV,Kosovo,2783,General government primary net lending/borrowing,% of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.553,-1.604,-2.357,-2.932,-2.324,-1.664,-1.04,-1.027,-2.577,-4.71,-3.489,-2.541,-2.563,-2.156,-2.101
KSV,Kosovo,2787,General government gross debt,% of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,16.669,14.635,9.813,6.119,5.904,5.25,8.156,8.989,10.572,13.048,14.349,16.305,17.005,19.652,22.226,24.274,26.102,27.431,28.656
KSV,Kosovo,3092,"Inflation, average consumer prices",Percent change,,,,,,,,,,,,,,,,,,,,,,11.662,3.565,0.3,-1.055,-1.394,0.622,4.358,9.35,-2.41,3.481,7.336,2.477,1.767,0.429,-0.537,0.273,1.488,1.056,2.243,1.349,1.77,1.864,2,2
KSV,Kosovo,3296,Unemployment rate (% of total labor force) (WEO),%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.9,30,35.3,32.9,27.5,30.5,,,,,,,
KWT,Kuwait,345,Total investment (% of GDP),% of GDP,13.885,16.508,22.948,24.786,21.024,18.855,22.11,17.545,15.696,12.299,15.872,39.293,19.867,17.187,19.869,14.759,15.106,13.637,18.448,14.555,10.67,14.31,17.129,16.644,18.186,16.425,16.158,20.456,17.63,17.966,17.659,13.548,12.835,14.351,16.29,25.428,29.959,29.073,23.557,25.567,26.036,26.666,26.826,26.684,26.48
KWT,Kuwait,346,Gross national savings (% of GDP),% of GDP,70.286,72.311,47.491,51.568,53.301,43.812,56.227,52.767,50.532,50.929,2.789,-236.428,-3.49,31.197,35.479,37.72,39.922,42.617,26.987,31.362,49.57,38.149,28.281,36.267,47.3,56.795,64.717,57.247,58.501,42.273,50.831,57.143,58.697,55.911,50.208,37.116,33.239,39.587,36.297,33.012,34.037,34.649,33.473,32.782,31.989
KWT,Kuwait,347,"Inflation, average consumer prices",Index,55.089,59.151,63.751,66.759,67.545,68.552,69.206,69.659,70.682,73.044,84.583,91.461,91.166,91.716,93.893,96.272,99.197,100,100.6,103.702,105.328,106.854,107.705,108.767,110.134,114.672,118.218,124.678,132.533,138.642,144.876,151.983,156.845,161.084,166.121,172.231,178.228,180.913,182.18,186.734,191.776,200.79,208.62,214.879,221.325
KWT,Kuwait,352,Population (WEO),Value,1370000,1432000,1497000,1566000,1600000,1700000,1800000,1900000,2000000,2100000,2130000,1360000,1420000,1480000,1830000,1960000,2090000,2209000,2271000,2255000,2217000,2309000,2420000,2547000,2754000,2991000,3183000,3400000,3442000,3485000,3582000,3697000,3807000,3892000,4039000,4183000,4329000,4450000,4574000,4701000,4832000,4967000,5106000,5248000,5394000
KWT,Kuwait,354,General government total expenditure,National Currency,,,,,,,,,,,4918000000,6392000000,5292000000,4438000000,4319000000,4429000000,4198000000,4021000000,4112000000,4119000000,4230000000,4594000000,4852000000,5281000000,5991000000,6635000000,9405000000,9800000000,16005000000,12866000000,14800000000,16604000000,18911000000,18841000000,20496000000,18755000000,17768000000,18796000000,20027000000,20831000000,21833000000,23121000000,24188000000,25157000000,26176000000
KWT,Kuwait,355,General government net lending/borrowing,National Currency,,,,,,,,,,,-1704000000,-4737000000,-2889000000,-1139000000,-674000000,-151000000,1094000000,1580000000,544000000,1390000000,3658000000,3067000000,2241000000,2468000000,3891000000,10217000000,9399000000,12189000000,7989000000,8391000000,8588000000,14148000000,15799000000,16850000000,10351000000,1928000000,102000000,2388000000,4838000000,3946000000,3280000000,3285000000,2920000000,2551000000,2319000000
KWT,Kuwait,357,General government primary net lending/borrowing,National Currency,,,,,,,,,,,-3090000000,-5848000000,-3517000000,-1453000000,-1002000000,-764000000,29000000,165000000,-823000000,-43000000,1819000000,1518000000,1175000000,1439000000,2407000000,5856000000,5653000000,8327000000,4400000000,5518000000,5584000000,11272000000,12390000000,12726000000,5867000000,-2584000000,-4699000000,-3434000000,-642000000,-1598000000,-2607000000,-3007000000,-3394000000,-3795000000,-4122000000
KWT,Kuwait,359,General government gross debt,National Currency,,,,,,,,,,,,4732000000,6858000000,6428000000,6528000000,6327000000,5561000000,4802000000,4359000000,4269000000,4040000000,3757000000,3471000000,3279000000,3031000000,2785000000,2433000000,2296000000,2130000000,2029000000,2038000000,1973000000,1755000000,1527000000,1587000000,1604000000,3312000000,7500000000,6303000000,7353000000,9053000000,11853000000,14653000000,17113000000,19913000000
KWT,Kuwait,360,Gross domestic product corresponding to fiscal year,National Currency,7764000000,7039000000,6214000000,6083000000,6425000000,6450000000,5203000000,6233000000,5773000000,7143000000,5328000000,3131000000,5827000000,7231000000,7380000000,8114000000,9429000000,9207000000,7906000000,9170000000,11571000000,10696000000,11589000000,14258000000,17517000000,23595000000,29470000000,32581000000,39620000000,30496000000,33079000000,42512000000,48722000000,49392000000,46285000000,34473000000,33056000000,36261000000,42583000000,41342000000,43171000000,45154000000,47091000000,49303000000,51824000000
KWT,Kuwait,362,Volume of imports (% change),Percent change,29.048,-7.054,7.72,3.894,-1.474,-3.598,-17.687,-9.179,5.027,13.829,6.6,125.095,-18.85,-1.446,-2.957,3.83,2.567,-0.126,13.443,-9.07,-12.456,6.981,6.978,13.016,14.977,12.226,4.712,24.744,3.793,-12.492,6.33,5.168,13.964,-0.085,7.952,6.836,4.204,11.452,2.85,3.24,3.584,3.986,3.652,3.099,3.266
KWT,Kuwait,363,Volume of exports (% change),Percent change,-30.889,-26.392,-28.848,18.463,9.826,-8.841,12.303,5.33,-16.727,55.04,-45.4,-81.784,611.282,52.554,5.237,7.53,-0.494,0.402,2.592,-14.316,8.988,-0.667,-11.955,31.408,8.129,8.787,7.746,-0.254,2.21,-6.344,-0.497,14.262,7.687,-3.993,1.405,-0.868,2.461,-3.262,0.95,1.92,2.432,2.432,1.866,1.865,1.863
KWT,Kuwait,2777,General government total expenditure,% of GDP,,,,,,,,,,,92.311,204.17,90.821,61.38,58.53,54.59,44.517,43.678,52.012,44.92,36.554,42.952,41.866,37.039,34.202,28.119,31.914,30.08,40.396,42.187,44.741,39.058,38.815,38.146,44.281,54.406,53.751,51.836,47.03,50.387,50.573,51.204,51.365,51.026,50.509
KWT,Kuwait,2779,General government net lending/borrowing,% of GDP,,,,,,,,,,,-31.983,-151.309,-49.578,-15.747,-9.138,-1.857,11.607,17.166,6.879,15.154,31.614,28.671,19.335,17.308,22.212,43.303,31.895,37.411,20.165,27.513,25.962,33.281,32.428,34.114,22.364,5.593,0.309,6.585,11.362,9.544,7.599,7.275,6.201,5.174,4.474
KWT,Kuwait,2783,General government primary net lending/borrowing,% of GDP,,,,,,,,,,,-58,-186.794,-60.357,-20.088,-13.576,-9.412,0.312,1.796,-10.406,-0.472,15.72,14.192,10.137,10.092,13.741,24.821,19.182,25.557,11.106,18.094,16.879,26.516,25.429,25.765,12.676,-7.497,-14.217,-9.469,-1.507,-3.864,-6.038,-6.659,-7.208,-7.698,-7.954
KWT,Kuwait,2787,General government gross debt,% of GDP,,,,,,,,,,,,151.138,117.702,88.906,88.458,77.977,58.976,52.16,55.139,46.554,34.915,35.12,29.951,22.998,17.302,11.805,8.257,7.047,5.376,6.653,6.161,4.641,3.602,3.092,3.429,4.653,10.018,20.683,14.8,17.784,20.969,26.249,31.115,34.709,38.423
KWT,Kuwait,3092,"Inflation, average consumer prices",Percent change,6.928,7.375,7.777,4.718,1.177,1.49,0.954,0.655,1.468,3.342,15.798,8.132,-0.323,0.603,2.374,2.533,3.038,0.809,0.6,3.083,1.569,1.448,0.797,0.986,1.257,4.12,3.092,5.465,6.3,4.61,4.496,4.905,3.199,2.703,3.127,3.678,3.482,1.507,0.7,2.5,2.7,4.7,3.9,3,3
KWT,Kuwait,3296,Unemployment rate (% of total labor force) (WEO),%,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3.842,7.183,1.5,1.8,0.699,0.711,0.791,0.777,1.097,1.305,1.221,1.42,1.349,1.37,1.701,1.671,1.639,2.072,2.078,1.986,1.902,1.722,1.322,1.322,1.322,1.322,1.322,1.322,1.322,1.322,1.322,1.322
LAO,Lao PDR,347,"Inflation, average consumer prices",Index,0.172,0.231,0.393,0.638,0.812,1.743,2.353,2.496,2.866,4.577,3.372,3.826,4.202,4.44,4.78,5.692,6.782,8.107,15.416,35.211,38.157,41.137,45.511,52.56,58.062,62.224,66.297,69.452,74.75,74.775,79.25,85.258,88.888,94.551,98.455,99.713,101.471,102.141,104.224,107.455,111.001,114.442,117.99,121.647,125.418
LAO,Lao PDR,352,Population (WEO),Value,3118000,3177000,3251000,3334000,3425000,3519000,3618000,3721000,3828000,3938000,4087000,4208000,4331000,4454000,4575000,4691000,4801000,4907000,4991000,5076000,5162000,5250000,5339000,5430000,5522000,5621000,5702000,5784000,5867000,5952000,6038000,6124000,6213000,6302000,6393000,6492000,6585000,6680000,6777000,6874000,6973000,7073000,7175000,7279000,7383000
LAO,Lao PDR,354,General government total expenditure,National Currency,,,,,,,,,,,,,,,,,,,,,2822400000000,3427630000000,3082810000000,4016600000000,3721040000000,5124350000000,5937910000000,7192400000000,7768050000000,10056420000000,13833220000000,14972580000000,17315750000000,23700880000000,25738600000000,26933020000000,26455000000000,30921000000000,31872000000000,35077680000000,38913230000000,42751970000000,47063350000000,51808290000000,57019250000000
LAO,Lao PDR,355,General government net lending/borrowing,National Currency,,,,,,,,,,,,,,,,,,,,,-573500000000,-951514000000,-399663000000,-1218640000000,-616853000000,-1238280000000,-975540000000,-1058320000000,-634346000000,-1957820000000,-1734070000000,-1081360000000,-357351000000,-4514330000000,-4196670000000,-2708410000000,-5965000000000,-7855150000000,-6976530000000,-8013830000000,-9234210000000,-9948000000000,-10924690000000,-12047650000000,-13295270000000
LAO,Lao PDR,357,General government primary net lending/borrowing,National Currency,,,,,,,,,,,,,,,,,,,,,-533569000000,-905464000000,-318657000000,-1136150000000,-435932000000,-965864000000,-756966000000,-847514000000,-378251000000,-1788700000000,-1483000000000,-749001000000,132632000000,-3608790000000,-3415710000000,-1682990000000,-4479570000000,-6006730000000,-4706100000000,-4832150000000,-5477970000000,-5850320000000,-6477800000000,-7371370000000,-8217330000000
LAO,Lao PDR,359,General government gross debt,National Currency,,,,,,,,,,,,,,,,,,,,,,15799880000000,18779080000000,21331290000000,22641670000000,23790160000000,24601820000000,25272080000000,27020800000000,29848340000000,33182010000000,35294280000000,43747130000000,50943150000000,60326890000000,65661650000000,72935870000000,84876330000000,96047200000000,107303940000000,120667590000000,134351080000000,149968470000000,166380220000000,184015470000000
LAO,Lao PDR,360,Gross domestic product corresponding to fiscal year,National Currency,,,,,,,,,,,1196360000000,1467890000000,1719450000000,1953150000000,2258330000000,2834140000000,3484960000000,4399450000000,4399450000000,9920030000000,14132200000000,16671690000000,19693980000000,23650990000000,28059240000000,32483360000000,39704190000000,45647650000000,51950010000000,54789540000000,61996760000000,71961760000000,81609860000000,93867570000000,106797290000000,117251580000000,129279120000000,140749000000000,152518370000000,167334980000000,184862070000000,203580820000000,224099990000000,246653950000000,271451490000000
LAO,Lao PDR,362,Volume of imports (% change),Percent change,-13.427,16.142,32.697,10.473,14.496,7.78,-12.803,6.048,3.579,25.336,-7.561,13,17.8,59.8,22.3,-1.5,15.2,-6.939,-4.031,-0.401,20.588,7.114,-2.158,2.397,31.436,16.36,18.39,16.411,22.439,9.356,13.412,16.694,34.253,13.062,12.431,0.575,-8.542,5.479,8.071,6.107,3.613,3.671,3.157,2.507,3.221
LAO,Lao PDR,363,Volume of exports (% change),Percent change,-21.72,60.183,66.915,-7.413,8.079,43.743,-2.563,-6.25,13.806,17.294,26.489,22.1,38.2,64.6,12.7,3.7,0.361,-3.78,4.174,4.472,12.636,-13.731,-4.571,-9.289,5.978,11.734,14.416,7.56,13.66,4.884,16.731,21.667,6.685,10.552,22.155,-4.798,7.082,4.83,10.168,5.979,4.122,11.995,2.542,6.825,6.781
LAO,Lao PDR,2777,General government total expenditure,% of GDP,,,,,,,,,,,,,,,,,,,,,19.971,20.56,15.654,16.983,13.261,15.775,14.955,15.756,14.953,18.355,22.313,20.806,21.218,25.249,24.1,22.97,20.463,21.969,20.897,20.963,21.05,21,21.001,21.004,21.005
LAO,Lao PDR,2779,General government net lending/borrowing,% of GDP,,,,,,,,,,,,,,,,,,,,,-4.058,-5.707,-2.029,-5.153,-2.198,-3.812,-2.457,-2.318,-1.221,-3.573,-2.797,-1.503,-0.438,-4.809,-3.93,-2.31,-4.614,-5.581,-4.574,-4.789,-4.995,-4.887,-4.875,-4.884,-4.898
LAO,Lao PDR,2783,General government primary net lending/borrowing,% of GDP,,,,,,,,,,,,,,,,,,,,,-3.776,-5.431,-1.618,-4.804,-1.554,-2.973,-1.907,-1.857,-0.728,-3.265,-2.392,-1.041,0.163,-3.845,-3.198,-1.435,-3.465,-4.268,-3.086,-2.888,-2.963,-2.874,-2.891,-2.989,-3.027
LAO,Lao PDR,2787,General government gross debt,% of GDP,,,,,,,,,,,,,,,,,,,,,,94.771,95.354,90.192,80.692,73.238,61.963,55.363,52.013,54.478,53.522,49.046,53.605,54.271,56.487,56.001,56.417,60.303,62.974,64.125,65.274,65.994,66.92,67.455,67.789
LAO,Lao PDR,3092,"Inflation, average consumer prices",Percent change,188.816,33.7,70.381,62.511,27.175,114.698,35.002,6.112,14.8,59.7,-26.317,13.439,9.847,5.65,7.67,19.075,19.147,19.544,90.141,128.409,8.369,7.809,10.633,15.489,10.467,7.167,6.546,4.759,7.628,0.034,5.984,7.581,4.259,6.371,4.129,1.278,1.763,0.66,2.04,3.1,3.3,3.1,3.1,3.1,3.1
LBN,Lebanon,346,Gross national savings (% of GDP),% of GDP,14.65,-1.287,65.167,-11.025,-13.829,-6.181,-2.138,-2.219,-5.599,26.013,18.021,19.561,36.319,23.309,26.611,23.64,20.322,-3.387,4.125,6.011,5.775,5.94,8.596,7.059,9.668,10.49,7.954,12.624,6.956,6.437,3.92,2.865,0.082,2.63,-0.609,5.262,-0.072,-6.055,-4.985,-4.632,-3.545,-2.679,-1.617,-0.565,0.698
LBN,Lebanon,347,"Inflation, average consumer prices",Index,0.053,0.064,0.075,0.081,0.095,0.161,0.314,1.846,4.708,8.106,13.692,20.553,41.075,51.236,55.455,61.157,66.587,71.746,75.01,75.191,74.923,74.648,75.961,76.925,78.211,77.095,80.25,83.506,92.439,93.167,96.878,101.694,108.387,113.613,115.657,111.381,110.472,115.417,122.421,124.884,127.799,130.751,133.734,136.739,139.875
LBN,Lebanon,352,Population (WEO),Value,2550000,2531000,2521000,2521000,2521000,2550000,2588000,2617000,2645000,2674000,2703000,2752000,2822000,2901000,2975000,3033000,3071000,3093000,3114000,3157000,3235000,3360000,3523000,3701000,3863000,3987000,4057000,4086000,4111000,4183000,4337000,4588000,4916000,5276000,5603000,5851000,6007000,6082000,6094000,6066000,6020000,5957000,5875000,5783000,5690000
LBN,Lebanon,354,General government total expenditure,National Currency,,,,,,,,,,,778300000000,1450880000000,3385170000000,2982400000000,7144560000000,5532090000000,8779860000000,9696960000000,8970180000000,9209270000000,10991880000000,10187390000000,10444810000000,10699550000000,10621580000000,10183190000000,11995810000000,13171950000000,15067540000000,17122840000000,16894320000000,17347140000000,20058560000000,20434520000000,20905320000000,21299760000000,22243000000000,24438620000000,26888660000000,29407570000000,31380820000000,33069080000000,34656790000000,36376220000000,38396270000000
LBN,Lebanon,355,General government net lending/borrowing,National Currency,,,,,,,,,,,-587200000000,-794977000000,-2247070000000,-930399000000,-4396280000000,-2426420000000,-5175290000000,-5871410000000,-4466650000000,-4329000000000,-6143070000000,-5502560000000,-4596950000000,-4102850000000,-3136310000000,-2778190000000,-3509940000000,-4090160000000,-4326540000000,-4321320000000,-4326920000000,-3578270000000,-5596690000000,-6235460000000,-4507460000000,-6867000000000,-7285000000000,-6918000000000,-9343000000000,-10309340000000,-10076000000000,-10491420000000,-10639330000000,-10762140000000,-11695260000000
LBN,Lebanon,356,General government structural balance,National Currency,,,,,,,,,,,,,,,,,,,,,-5981520000000,-4669740000000,-4364370000000,-5407460000000,-4511470000000,-4581580000000,-6272330000000,-6993540000000,-7300820000000,-7928380000000,-7081030000000,-7428480000000,-11316530000000,-9628350000000,-9862350000000,-9151640000000,-8961100000000,-10438060000000,-8927160000000,-12374090000000,-13222960000000,-12991620000000,-13556500000000,-14459770000000,-15226160000000
LBN,Lebanon,357,General government primary net lending/borrowing,National Currency,,,,,,,,,,,-373700000000,-589477000000,-1728490000000,-146699000000,-2908580000000,-551220000000,-2522290000000,-2389310000000,-1114730000000,-704201000000,-1945660000000,-1190980000000,115339000000,771150000000,785686000000,631813000000,871058000000,640842000000,652464000000,1477680000000,1577680000000,2086730000000,-131692000000,-515457000000,1806800000000,-145237000000,-100000000000,604808000000,-1129000000000,-1058810000000,177208000000,1133800000000,2308340000000,3458360000000,3772490000000
LBN,Lebanon,358,General government net debt,National Currency,,,,,,,,,,,,,,,,,,,,,37240590000000,42171380000000,44797940000000,49503190000000,52339000000000,55323500000000,59211640000000,61200180000000,65704200000000,69990000000000,73930960000000,77496770000000,82094000000000,89111000000000,94268000000000,101165000000000,108482000000000,115432000000000,124775000000000,135084340000000,145160340000000,155651770000000,166291090000000,177053230000000,188748500000000
LBN,Lebanon,359,General government gross debt,National Currency,,,,,,,,,,,,,,,,,,,,,37989090000000,42680580000000,46320630000000,50321890000000,54082000000000,57984500000000,60850920000000,63364150000000,70888000000000,77112000000000,79298000000000,80887000000000,86959000000000,95692000000000,100345000000000,106008000000000,112890000000000,119898000000000,128338000000000,138647340000000,148723340000000,159214770000000,169854090000000,180616230000000,192311500000000
LBN,Lebanon,360,Gross domestic product corresponding to fiscal year,National Currency,13805000000,16566000000,12423000000,16342000000,27778000000,58501000000,106588000000,730406000000,1337080000000,1331160000000,1945470000000,4074340000000,9366440000000,12938490000000,15091420000000,17776040000000,20132430000000,23900750000000,25846220000000,25877770000000,25638160000000,26153860000000,28378380000000,29355550000000,31876870000000,32396120000000,33238360000000,37496780000000,44060520000000,53482030000000,57917590000000,60414080000000,66677820000000,70651370000000,72806370000000,75335640000000,77242870000000,80491150000000,85037210000000,87858190000000,91385030000000,95567500000000,100324530000000,105469240000000,111098340000000
LBN,Lebanon,362,Volume of imports (% change),Percent change,30.941,-2.512,-6.529,15.849,-20.531,-33.623,-2.766,-8.813,5.547,0.536,1.08,1.549,1.701,2.041,1.347,6.445,-6.722,53.607,3.977,-2.734,-3.029,17.288,-18.597,27.475,16.014,-8.2,-2.51,12.625,23.649,11.199,-10.433,-2.319,4.336,7.149,0.585,4.34,4.817,-0.263,4.228,5.127,3.972,1.698,2.033,2.32,2.3
LBN,Lebanon,363,Volume of exports (% change),Percent change,193.663,-16.754,43.328,-35.057,-26.079,-22.806,24.488,4.217,-17.082,3.286,1.61,1.942,2.004,2.193,-1.709,-1.391,-1.818,15.744,-3.904,17.786,-0.787,9.337,-13.538,75.7,-4.101,3.405,3.005,4.031,19.968,5.323,-9.874,5.276,-12.016,0.703,-6.26,20.331,0.813,-4.109,2.438,7.095,4.234,4.24,4.753,5.421,6.147
LBN,Lebanon,2777,General government total expenditure,% of GDP,,,,,,,,,,,40.006,35.61,36.141,23.051,47.342,31.121,43.611,40.572,34.706,35.588,42.873,38.952,36.806,36.448,33.321,31.433,36.09,35.128,34.197,32.016,29.17,28.714,30.083,28.923,28.714,28.273,28.796,30.362,31.62,33.472,34.339,34.603,34.545,34.49,34.561
LBN,Lebanon,2779,General government net lending/borrowing,% of GDP,,,,,,,,,,,-30.183,-19.512,-23.991,-7.191,-29.131,-13.65,-25.706,-24.566,-17.282,-16.729,-23.961,-21.039,-16.199,-13.976,-9.839,-8.576,-10.56,-10.908,-9.82,-8.08,-7.471,-5.923,-8.394,-8.826,-6.191,-9.115,-9.431,-8.595,-10.987,-11.734,-11.026,-10.978,-10.605,-10.204,-10.527
LBN,Lebanon,2781,General government structural balance,% of GDP,,,,,,,,,,,,,,,,,,,,,-22.391,-16.997,-15.368,-18.305,-14.541,-13.874,-17.462,-17.481,-16.174,-15.613,-12.597,-12.148,-17.255,-13.875,-13.581,-12.119,-11.437,-12.824,-10.54,-14.03,-14.394,-13.57,-13.576,-13.873,-13.991
LBN,Lebanon,2783,General government primary net lending/borrowing,% of GDP,,,,,,,,,,,-19.209,-14.468,-18.454,-1.134,-19.273,-3.101,-12.528,-9.997,-4.313,-2.721,-7.589,-4.554,0.406,2.627,2.465,1.95,2.621,1.709,1.481,2.763,2.724,3.454,-0.198,-0.73,2.482,-0.193,-0.129,0.751,-1.328,-1.205,0.194,1.186,2.301,3.279,3.396
LBN,Lebanon,2785,General government net debt,% of GDP,,,,,,,,,,,,,,,,,,,,,145.255,161.243,157.859,168.633,164.191,170.772,178.142,163.215,149.123,130.866,127.649,128.276,123.12,126.128,129.478,134.286,140.443,143.41,146.73,153.753,158.845,162.871,165.753,167.872,169.893
LBN,Lebanon,2787,General government gross debt,% of GDP,,,,,,,,,,,,,,,,,,,,,148.174,163.19,163.225,171.422,169.659,178.986,183.074,168.986,160.888,144.183,136.915,133.888,130.417,135.443,137.824,140.714,146.149,148.958,150.92,157.808,162.744,166.599,169.305,171.25,173.1
LBN,Lebanon,3092,"Inflation, average consumer prices",Percent change,23.9,19.3,18.6,7.2,17.6,69.4,95.4,487.2,155,72.2,68.9,50.115,99.847,24.737,8.235,10.282,8.879,7.748,4.549,0.241,-0.356,-0.367,1.759,1.268,1.672,-1.426,4.092,4.058,10.698,0.787,3.983,4.971,6.581,4.821,1.799,-3.696,-0.816,4.476,6.068,2.012,2.334,2.31,2.282,2.247,2.293
LBR,Liberia,347,"Inflation, average consumer prices",Index,,,,,,,,,,,,,,,,,,,,94.967,100,112.149,128.03,141.256,146.277,156.436,171.319,190.834,224.212,240.864,258.426,280.358,299.511,322.208,353.972,381.375,415.104,466.72,576.066,704.678,849.137,997.736,1242.18,1540.3,1748.25
LBR,Liberia,352,Population (WEO),Value,,,,,,,,,,,,,,,,,,,2346000,2515000,2653000,2751000,2817000,2866000,2921000,2999000,3105000,3231000,3369000,3505000,3631000,3743000,3845000,3942000,4038000,4138000,4243000,4352000,4463000,4578000,4694000,4812000,4932000,5054000,5179000
LBR,Liberia,354,General government total expenditure,National Currency,,,,,,,,,,,,,,,,,,,,,131000000,113000000,125000000,70000000,109000000,121000000,123000000,232000000,362000000,419000000,496000000,704000000,822000000,1010000000,1014000000,1146000000,1163000000,1096000000,1067000000,1126000000,1148000000,1153000000,1175000000,1215000000,1195000000
LBR,Liberia,355,General government net lending/borrowing,National Currency,,,,,,,,,,,,,,,,,,,,,-1000000,-9000000,-15000000,3000000,-5000000,-5000000,49000000,33000000,-45000000,-24000000,23000000,-104000000,-76000000,-182000000,-98000000,-139000000,-123000000,-168000000,-181000000,-193000000,-208000000,-207000000,-197000000,-202000000,-164000000
LBR,Liberia,357,General government primary net lending/borrowing,National Currency,,,,,,,,,,,,,,,,,,,,,6000000,-3000000,-7000000,11000000,-2000000,-3000000,50000000,38000000,-33000000,-11000000,34000000,-96000000,-76000000,-167000000,-90000000,-130000000,-113000000,-154000000,-155000000,-155000000,-167000000,-162000000,-136000000,-129000000,-118000000
LBR,Liberia,358,General government net debt,National Currency,,,,,,,,,,,,,,,,,,,,,4387000000,4492000000,4597000000,4702000000,4802000000,4904000000,4969000000,4578000000,3380000000,1973000000,338000000,407000000,414000000,485000000,568000000,637000000,748000000,1040000000,1237000000,1354000000,1567000000,1773000000,1959000000,2155000000,2344000000
LBR,Liberia,359,General government gross debt,National Currency,,,,,,,,,,,,,,,,,,,,,3679000000,3817000000,3956000000,4097000000,4251000000,4406000000,4562000000,4616000000,3407000000,2016000000,438000000,464000000,478000000,547000000,680000000,819000000,928000000,1121000000,1317000000,1503000000,1692000000,1908000000,2094000000,2290000000,2472000000
LBR,Liberia,360,Gross domestic product corresponding to fiscal year,National Currency,,,,,,,,,,,,,,,,,,,,,916000000,956000000,995000000,796000000,912000000,1051000000,1179000000,1467000000,1688000000,1778000000,2012000000,2399000000,2719000000,3055000000,3137000000,3163000000,3277000000,3284000000,3249000000,3221000000,3217000000,3266000000,3437000000,3499000000,3712000000
LBR,Liberia,362,Volume of imports (% change),Percent change,,,,,,,,,,,,,,,,,,,,,-9.67,9.715,15.483,-14.242,534.874,4.552,44.193,-6.787,13.508,-26.195,4.84,22.297,16.294,-8.783,30.184,-6.5,-15.968,-16.365,-13.01,-4.414,1.161,3.617,-13.373,5.117,6.921
LBR,Liberia,363,Volume of exports (% change),Percent change,,,,,,,,,,,,,,,,,,,,,90.272,39.751,11.881,-51.112,76.396,1.99,27.601,2.727,1.893,-21.434,12.757,18.407,44.41,-6.896,4.774,4.529,-8.752,-10.581,-7.029,1.969,5.669,3.098,-3.221,2.992,5.351
LBR,Liberia,2777,General government total expenditure,% of GDP,,,,,,,,,,,,,,,,,,,,,14.305,11.862,12.525,8.833,11.926,11.495,10.471,15.788,21.424,23.559,24.652,29.358,30.247,33.049,32.323,36.219,35.487,33.364,32.836,34.965,35.68,35.287,34.177,34.729,32.19
LBR,Liberia,2779,General government net lending/borrowing,% of GDP,,,,,,,,,,,,,,,,,,,,,-0.079,-0.923,-1.547,0.351,-0.546,-0.496,4.163,2.241,-2.656,-1.376,1.146,-4.318,-2.809,-5.958,-3.116,-4.4,-3.74,-5.129,-5.567,-6.002,-6.461,-6.335,-5.732,-5.764,-4.425
LBR,Liberia,2783,General government primary net lending/borrowing,% of GDP,,,,,,,,,,,,,,,,,,,,,0.693,-0.331,-0.75,1.369,-0.21,-0.304,4.257,2.574,-1.984,-0.628,1.708,-4.012,-2.787,-5.477,-2.879,-4.098,-3.454,-4.689,-4.768,-4.804,-5.181,-4.949,-3.951,-3.698,-3.172
LBR,Liberia,2785,General government net debt,% of GDP,,,,,,,,,,,,,,,,,,,,,478.976,469.741,462.266,591.053,526.697,466.475,421.46,312.135,200.276,110.954,16.782,16.97,15.241,15.887,18.114,20.13,22.837,31.684,38.077,42.045,48.7,54.275,57.01,61.594,63.146
